original_language,popularity,title,vote_average,tconst,primary_title,start_year,runtime_minutes,genres,movie,production_budget,worldwide_gross
en,1.602,Spork,6.8,tt1483020,Spork,2010,86.0,Comedy,Miss Congeniality 2: Armed and Fabulous,60000000,101382396.0
en,1.5930000000000002,The Japanese Wife,6.3,tt1620620,The Japanese Wife,2010,105.0,"Drama,Romance",Vice,60000000,70883171.0
en,1.5930000000000002,The Japanese Wife,6.3,tt6460188,The Japanese Wife,2012,67.0,Documentary,Alien: Resurrection,60000000,160700000.0
en,1.591,I Am Comic,6.3,tt1568926,I Am Comic,2010,87.0,Documentary,Shooter,60000000,95538560.0
ru,1.588,Burning Daylight,6.0,tt1572777,Burning Daylight,2010,102.0,Crime,Practical Magic,60000000,68336997.0
en,1.587,The Encounter,5.7,tt1663680,The Encounter,2010,85.0,Drama,Gangster Squad,60000000,104100903.0
en,0.6,The Encounter,5.0,tt1663680,The Encounter,2010,85.0,Drama,First Man,60000000,105203825.0
en,0.6,The Encounter,5.0,tt3746700,The Encounter,2015,85.0,"Horror,Sci-Fi",Year One,60000000,57604723.0
en,2.224,The Encounter,3.8,tt1663680,The Encounter,2010,85.0,Drama,Edge of Darkness,60000000,82812456.0
en,2.224,The Encounter,3.8,tt3746700,The Encounter,2015,85.0,"Horror,Sci-Fi",Star Trek: Nemesis,60000000,67312826.0
en,1.5759999999999998,Farsan,4.5,tt1570966,Balls,2010,97.0,Comedy,Reign of Fire,60000000,82150183.0
en,1.574,William S. Burroughs: A Man Within,6.7,tt1466072,William S. Burroughs: A Man Within,2010,87.0,Documentary,Planet 51,60000000,108996113.0
no,1.574,Hold Up,6.6,tt1337366,Nokas,2010,87.0,"Action,Biography,Crime",Duplicity,60000000,81079566.0
en,1.574,4192: The Crowning of the Hit King,5.5,tt1663128,4192: The Crowning of the Hit King,2010,115.0,"Biography,Documentary,History",Righteous Kill,60000000,78481410.0
en,1.5719999999999998,GasHole,5.9,tt1333998,GasHole,2010,101.0,Documentary,Invictus,60000000,124514011.0
en,1.568,Drunkboat,5.6,tt0460778,Drunkboat,2010,98.0,Drama,State of Play,60000000,88832210.0
en,1.5619999999999998,Little Big Boy,2.3,tt1158934,Little Big Boy,2012,90.0,"Comedy,Horror",My Favorite Martian,60000000,36850101.0
en,1.554,The Invocation,3.3,tt1403184,The Invocation,2010,90.0,Documentary,The Sentinel,60000000,78080697.0
en,1.544,Intimate Grammar,7.2,tt1676680,Intimate Grammar,2010,110.0,Drama,Trouble with the Curve,60000000,47818913.0
en,1.535,Beware the Gonzo,5.9,tt1412442,Beware the Gonzo,2010,94.0,"Comedy,Drama,Romance",Intolerable Cruelty,60000000,121327628.0
da,1.526,R,6.5,tt1434443,R,2010,99.0,"Crime,Drama",The Relic,60000000,33956608.0
en,0.6,R,10.0,tt1434443,R,2010,99.0,"Crime,Drama",Mercury Rising,60000000,32983332.0
en,1.519,Cool It,6.7,tt1694015,Cool It,2010,87.0,Documentary,Almost Famous,60000000,47371191.0
en,1.519,Countdown to Zero,6.6,tt1572769,Countdown to Zero,2010,89.0,Documentary,Cold Pursuit,60000000,62599159.0
en,1.518,Radio Free Albemuth,5.0,tt1129396,Radio Free Albemuth,2010,111.0,"Drama,Sci-Fi",Analyze That,60000000,54994757.0
no,1.517,The Liverpool Goalie,6.7,tt1488574,The Liverpool Goalie,2010,90.0,Comedy,The Soloist,60000000,38522450.0
en,1.5119999999999998,The Elephant in the Living Room,6.8,tt1111313,The Elephant in the Living Room,2010,96.0,Documentary,The Mortal Instruments: City of Bones,60000000,75965567.0
en,1.5119999999999998,The Elephant in the Living Room,6.8,tt1111313,The Elephant in the Living Room,2010,96.0,Documentary,The Legend of Bagger Vance,60000000,39235486.0
en,1.508,Snowmen,4.9,tt1373406,Snowmen,2010,86.0,"Comedy,Family",Dragonfly,60000000,30063805.0
nl,1.506,Meat,4.5,tt1592139,Meat,2010,85.0,"Drama,Thriller",Priest,60000000,84154026.0
en,1.48,Porkchop,4.9,tt1720198,Porkchop,2010,91.0,Horror,Garfield: A Tail of Two Kitties,60000000,147985373.0
en,1.4680000000000002,The Portal,3.0,tt1051253,The Portal,2010,86.0,Horror,XXX: State of the Union,60000000,71073932.0
en,1.4680000000000002,The Portal,3.0,tt6410534,The Portal,2017,75.0,Horror,Sinbad: Legend of the Seven Seas,60000000,80767884.0
en,0.6,The Portal,6.9,tt1051253,The Portal,2010,86.0,Horror,Dark Water,60000000,49473093.0
en,0.6,The Portal,6.9,tt6410534,The Portal,2017,75.0,Horror,The Black Dahlia,60000000,49238525.0
en,0.6,The Portal,4.7,tt1051253,The Portal,2010,86.0,Horror,EDtv,60000000,35319689.0
en,0.6,The Portal,4.7,tt6410534,The Portal,2017,75.0,Horror,The Last Castle,60000000,20541668.0
en,1.467,Summer Eleven,5.3,tt1276988,Summer Eleven,2010,93.0,"Drama,Family",Inkheart,60000000,66655938.0
lt,1.466,Zero 2,6.4,tt1592292,Zero 2,2010,90.0,"Comedy,Thriller",Supernova,60000000,14816494.0
en,1.463,Snowblind,4.3,tt1578709,Snowblind,2010,95.0,Western,Winterâs Tale,60000000,29575033.0
en,1.462,The Front,5.5,tt4329936,The Front,2018,65.0,"Action,Drama,War",Holy Man,60000000,12069719.0
tr,1.453,Infection: The Invasion Begins,2.4,tt1386583,Infection: The Invasion Begins,2010,95.0,"Horror,Sci-Fi,Thriller",The Great Raid,60000000,10597070.0
en,1.442,Ticked-Off Trannies with Knives,5.4,tt1587431,Ticked-Off Trannies with Knives,2010,90.0,"Comedy,Thriller",Rock Dog,60000000,24148488.0
en,1.4280000000000002,Casino Jack and the United States of Money,7.2,tt1540814,Casino Jack and the United States of Money,2010,118.0,Documentary,Mortdecai,60000000,30396134.0
en,1.426,The Possession of David O'Reilly,5.0,tt1535617,The Possession of David O'Reilly,2010,87.0,Horror,In the Name of the King: A Dungeon Siege Tale,60000000,13233220.0
en,1.421,Drones,5.2,tt1232775,Drones,2010,98.0,Comedy,Beyond Borders,60000000,11427090.0
en,1.421,Norwegian Ninja,4.2,tt1528769,Norwegian Ninja,2010,77.0,"Action,Comedy",Sherlock Gnomes,59000000,87527651.0
en,1.419,Public Speaking,6.6,tt1734477,Public Speaking,2010,84.0,Documentary,The Kid Who Would Be King,59000000,28348446.0
en,1.4,Bones,8.0,tt1447480,Bones,2010,88.0,Drama,Goosebumps,58000000,158905324.0
de,1.4,Mahler on the Couch,7.7,tt1235537,Mahler on the Couch,2010,98.0,"Biography,Drama,Romance",Sabrina,58000000,87100000.0
en,1.4,Around the Country,7.5,tt1764184,Around the Country,2010,95.0,Documentary,Red Tails,58000000,50365498.0
en,1.4,After Armageddon,7.0,tt4423700,After Armageddon,2016,90.0,"Adventure,Sci-Fi",Just Like Heaven,58000000,100687083.0
es,1.4,Habana Eva,7.0,tt1069246,Habana Eva,2010,106.0,"Comedy,Romance",The Internship,58000000,93672764.0
en,1.4,2012: Time for Change,7.0,tt1506940,2012: Time for Change,2010,85.0,"Animation,Documentary,News",The Flintstones in Viva Rock Vegas,58000000,59431365.0
en,1.4,Blood Into Wine,6.8,tt1394383,Blood Into Wine,2010,100.0,Documentary,Leatherheads,58000000,41348628.0
en,1.4,My Brothers,6.5,tt1608782,My Brothers,2010,87.0,Drama,Did You Hear About the Morgans?,58000000,80480566.0
en,1.4,The Christmas Bunny,6.1,tt1640714,The Christmas Bunny,2010,98.0,"Drama,Family","Che, Part 1: The Argentine",58000000,31627370.0
en,1.4,Mulberry St.,6.0,tt1421374,Mulberry St.,2010,87.0,Documentary,Ghost Rider: Spirit of Vengeance,57000000,149217355.0
en,1.4,Gone with the Pope,5.7,tt1617250,Gone with the Pope,2010,83.0,Crime,Dragonheart,57000000,104364680.0
en,1.4,Caught Inside,5.6,tt1604070,Caught Inside,2010,93.0,"Action,Adventure,Thriller",After the Sunset,57000000,38329114.0
en,1.4,Open Five,5.5,tt1474816,Open Five,2010,72.0,"Comedy,Romance",Captain Corelli's Mandolin,57000000,62097495.0
en,1.4,I Kissed a Vampire,5.3,tt1656179,I Kissed a Vampire,2010,91.0,Musical,Walking Tall,56000000,47313824.0
en,0.6,Legacy,4.8,tt3137546,Legacy,2015,95.0,"Comedy,Drama",George Of The Jungle,55000000,174463257.0
en,0.6,Legacy,4.8,tt3650720,Legacy,2015,66.0,"Drama,Horror,Thriller",American Wedding,55000000,126425115.0
en,1.4,Chasing 3000,5.0,tt0483586,Chasing 3000,2010,115.0,"Family,Sport",Date Night,55000000,152269033.0
en,1.4,The Locksmith,5.0,tt3055010,The Locksmith,2019,90.0,Horror,Maid in Manhattan,55000000,163838217.0
en,1.4,Eva,5.0,tt1105740,Eva,2010,111.0,Drama,Crimson Tide,55000000,159387195.0
es,1.4,Drama,4.8,tt1365451,Drama,2010,80.0,Drama,R.V.,55000000,87473024.0
es,1.4,Drama,4.8,tt3562532,Fat Legs,2015,96.0,"Comedy,Drama,Romance",Kill Bill: Volume 1,55000000,176469428.0
en,1.4,Wushu Warrior,4.5,tt1308182,Wushu Warrior,2011,85.0,Action,Tango & Cash,55000000,63408614.0
en,1.4,Daylight Fades,4.0,tt1368860,Daylight Fades,2010,101.0,Thriller,Death Becomes Her,55000000,149022650.0
en,1.4,D4,3.5,tt1240540,D4,2011,98.0,"Action,Horror,Sci-Fi",Shanghai Noon,55000000,71189835.0
en,1.4,Speed-Dating,3.1,tt1343110,Speed-Dating,2010,98.0,Comedy,Executive Decision,55000000,122079192.0
en,1.4,Killer by Nature,2.5,tt0844866,Killer by Nature,2010,94.0,"Adventure,Crime,Drama",Free Birds,55000000,110387072.0
en,1.4,The Company We Keep,0.5,tt1754612,The Company We Keep,2010,90.0,"Comedy,Romance",Alien 3,55000000,158500000.0
en,1.398,The Parking Lot Movie,6.5,tt1504300,The Parking Lot Movie,2010,74.0,Documentary,The Phantom of the Opera,55000000,153770052.0
en,1.394,My Perestroika,7.6,tt1557720,My Perestroika,2010,88.0,"Biography,Documentary,Family",Muppets Most Wanted,55000000,79312301.0
en,1.391,The Boy She Met Online,3.6,tt1536536,The Boy She Met Online,2010,89.0,Thriller,Evita,55000000,151947179.0
bs,1.388,Circus Columbia,7.0,tt1417067,Cirkus Columbia,2010,113.0,"Comedy,Drama,Romance",Kubo and the Two Strings,55000000,77548122.0
en,1.375,Takedown,5.5,tt1479398,Transparency,2010,96.0,"Action,Crime,Drama",Ronin,55000000,70692101.0
en,1.374,To Fight For: The Year of Decision,7.0,tt1260357,To Fight For: The Year of Decision,2010,106.0,Documentary,Burlesque,55000000,90552675.0
en,1.374,Mad World,5.0,tt0451108,Mad World,2010,98.0,Drama,The Ghost and the Darkness,55000000,38564422.0
en,1.374,Mad World,5.0,tt6022174,Mad World,2018,97.0,"Action,Sci-Fi",The Watch,55000000,67130045.0
en,1.37,Vidal Sassoon: The Movie,6.1,tt1649433,Vidal Sassoon: The Movie,2010,90.0,Documentary,Instinct,55000000,34105207.0
en,1.366,Vlast (Power),6.3,tt1568910,Vlast (Power),2010,88.0,Documentary,Stuck On You,55000000,63537164.0
en,1.364,Ashes,5.3,tt0815101,Ashes,2010,77.0,Drama,Semi-Pro,55000000,43980363.0
en,1.364,Ashes,5.3,tt1674769,Ashes,2010,95.0,"Horror,Sci-Fi,Thriller",Annihilation,55000000,43070915.0
en,1.364,Ashes,5.3,tt1866919,Ashes,2012,100.0,"Drama,Mystery,Thriller",Crimson Peak,55000000,74966854.0
en,1.364,Ashes,5.3,tt4577050,Ashes,2017,71.0,Drama,Aeon Flux,55000000,53913573.0
en,1.364,Ashes,5.3,tt4649856,Ashes,2015,100.0,"Drama,Thriller",Chain Reaction,55000000,60209334.0
en,1.364,Ashes,5.3,tt8104180,Ashes,2019,90.0,Drama,Elizabeth: The Golden Age,55000000,74870866.0
de,0.6,Ashes,5.0,tt0815101,Ashes,2010,77.0,Drama,Imagine That,55000000,22438144.0
de,0.6,Ashes,5.0,tt1674769,Ashes,2010,95.0,"Horror,Sci-Fi,Thriller",Gods and Generals,55000000,12923936.0
de,0.6,Ashes,5.0,tt1866919,Ashes,2012,100.0,"Drama,Mystery,Thriller",Turbulence,55000000,11532774.0
de,0.6,Ashes,5.0,tt4577050,Ashes,2017,71.0,Drama,All the King's Men,55000000,9521458.0
de,0.6,Ashes,5.0,tt4649856,Ashes,2015,100.0,"Drama,Thriller",Thunderbirds,55000000,28231444.0
de,0.6,Ashes,5.0,tt8104180,Ashes,2019,90.0,Drama,Lucky You,55000000,6521829.0
en,1.362,I Didn't Come Here to Die,4.5,tt1549584,I Didn't Come Here to Die,2010,80.0,"Comedy,Horror",Lolita,55000000,1147784.0
en,1.359,My Trip to Al-Qaeda,5.0,tt1608182,My Trip to Al-Qaeda,2010,86.0,Documentary,Superman II,54000000,108185706.0
en,1.357,Shadowland,3.5,tt2956632,Shadowland,2013,126.0,Documentary,Blade 2,54000000,154338601.0
en,1.354,The Oath,7.7,tt1522857,The Oath,2010,90.0,Documentary,"You, Me and Dupree",54000000,130402010.0
en,1.354,The Oath,7.7,tt7461200,The Oath,2018,93.0,"Comedy,Thriller",Seven Pounds,54000000,166617328.0
en,7.867000000000001,The Oath,5.8,tt1522857,The Oath,2010,90.0,Documentary,The Godfather: Part III,54000000,66520529.0
en,7.867000000000001,The Oath,5.8,tt7461200,The Oath,2018,93.0,"Comedy,Thriller",Elizabethtown,54000000,50719373.0
en,1.346,Blood Done Sign My Name,6.0,tt1210039,Blood Done Sign My Name,2010,128.0,Drama,Gigli,54000000,7126002.0
en,1.346,Flight of the Cardinal,3.8,tt1625328,Flight of the Cardinal,2010,87.0,"Drama,Thriller",Shaft,53012938,107190108.0
en,1.338,Jean-Michel Basquiat: The Radiant Child,7.3,tt1568335,Jean-Michel Basquiat: The Radiant Child,2010,88.0,Documentary,The Dukes of Hazzard,53000000,109848461.0
en,1.336,Macbeth,6.6,tt2884018,Macbeth,2015,113.0,"Drama,History,War",Moulin Rouge,53000000,179200588.0
en,1.336,Macbeth,6.6,tt4717422,Macbeth,2018,121.0,Drama,Grindhouse,53000000,50187789.0
en,8.198,Macbeth,6.5,tt2884018,Macbeth,2015,113.0,"Drama,History,War",The Change-Up,52000000,75997067.0
en,8.198,Macbeth,6.5,tt4717422,Macbeth,2018,121.0,Drama,From Paris With Love,52000000,53139168.0
en,1.334,The Dogfather,3.0,tt1475549,The Dogfather,2010,89.0,"Comedy,Crime,Family",Anchorman 2: The Legend Continues,50000000,172185754.0
en,1.33,Bass Ackwards,5.1,tt1445202,Bass Ackwards,2010,103.0,"Adventure,Comedy,Drama",Mr. Deeds,50000000,171269535.0
es,1.321,Post Mortem,6.4,tt1714886,Post Mortem,2010,98.0,Drama,The Mule,50000000,170857676.0
en,1.3090000000000002,Sella Turcica,4.8,tt1773039,Sella Turcica,2010,106.0,"Horror,Thriller",Stepmom,50000000,159745279.0
it,1.306,Hay Fever,5.0,tt1596771,Hayfever,2010,100.0,Romance,Failure to Launch,50000000,128402901.0
en,1.304,The Gift,6.6,tt1445206,Discover the Gift,2010,105.0,Documentary,Inside Man,50000000,185798265.0
en,1.304,The Gift,6.6,tt4178092,The Gift,2015,108.0,"Drama,Mystery,Thriller",Congo,50000000,152022333.0
en,1.304,The Gift,6.6,tt4420962,The Gift,2017,82.0,Drama,Knowing,50000000,186450317.0
en,1.304,The Gift,6.6,tt6354904,The Gift,2016,56.0,Documentary,The Ring Two,50000000,161941727.0
en,1.304,The Gift,6.6,tt9054566,The Gift,2019,89.0,Documentary,Christmas with the Kranks,50000000,96469187.0
en,1.304,The Gift,6.6,tt9574444,The Gift,2019,86.0,Romance,V for Vendetta,50000000,130214162.0
en,0.6,The Gift,5.8,tt4178092,The Gift,2015,108.0,"Drama,Mystery,Thriller",Planes: Fire and Rescue,50000000,156399644.0
en,0.6,The Gift,5.8,tt4420962,The Gift,2017,82.0,Drama,Curious George,50000000,71052604.0
en,0.6,The Gift,5.8,tt8474974,The Gift,2018,118.0,Drama,Donât Say a Word,50000000,104488383.0
en,0.6,The Gift,5.8,tt9054566,The Gift,2019,89.0,Documentary,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370.0
en,0.6,The Gift,5.8,tt9574444,The Gift,2019,86.0,Romance,Unfaithful,50000000,119114494.0
en,0.631,The Gift,9.0,tt1445206,Discover the Gift,2010,105.0,Documentary,War Dogs,50000000,86234503.0
en,0.631,The Gift,9.0,tt4420962,The Gift,2017,82.0,Drama,The Beach,50000000,39778599.0
en,0.631,The Gift,9.0,tt6354904,The Gift,2016,56.0,Documentary,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,69425966.0
en,0.631,The Gift,9.0,tt8474974,The Gift,2018,118.0,Drama,Raising Helen,50000000,49928680.0
en,0.631,The Gift,9.0,tt9054566,The Gift,2019,89.0,Documentary,The Nice Guys,50000000,59596747.0
en,0.631,The Gift,9.0,tt9574444,The Gift,2019,86.0,Romance,For Love of the Game,50000000,46112640.0
en,1.304,Bare Knuckles,4.0,tt1063327,Bare Knuckles,2010,90.0,"Action,Drama",Jack Frost,50000000,34645374.0
en,1.287,Last Breath,2.3,tt1006907,Last Breath,2010,91.0,Horror,Marmaduke,50000000,89895930.0
en,1.287,Last Breath,2.3,tt9056818,Last Breath,2019,90.0,Documentary,Hereafter,50000000,108660270.0
en,1.284,Empty Rooms,4.8,tt1735350,Empty Rooms,2012,92.0,"Drama,Horror,Mystery",Murder by Numbers,50000000,56643267.0
en,1.283,At the Sinatra Club,3.8,tt0975738,Sinatra Club,2010,88.0,"Action,Biography,Crime",Assassins,50000000,83306268.0
en,1.279,The Anniversary at Shallow Creek,5.7,tt1754589,The Anniversary at Shallow Creek,2011,90.0,"Horror,Thriller",Zoolander 2,50000000,55348693.0
en,1.278,Justin Time,7.0,tt1251735,Justin Time,2010,89.0,"Adventure,Family",Defiance,50000000,52987754.0
pl,1.277,Lincz,6.6,tt1969991,Lincz,2010,118.0,"Drama,Thriller",Hannibal Rising,50000000,80583311.0
en,1.274,Monogamy,3.5,tt1502714,Monogamy,2010,96.0,"Drama,Romance",The Story of Us,50000000,27100030.0
de,1.258,Jimi Hendrix: Voodoo Child,7.3,tt2060510,Jimi Hendrix: Voodoo Child,2010,91.0,"Biography,Documentary,Music",Basic,50000000,42598498.0
en,1.256,Undocumented,6.5,tt1468381,Undocumented,2010,96.0,Horror,Run All Night,50000000,66961644.0
en,1.256,Undocumented,6.5,tt6257362,Undocumented,2016,73.0,Documentary,Blood Work,50000000,26199517.0
en,1.247,Monstro!,5.1,tt1652207,El monstro del mar!,2010,75.0,Horror,Escape from L.A.,50000000,25426861.0
en,1.244,What in the World Are They Spraying?,7.5,tt1770768,What in the World Are They Spraying?,2010,97.0,"Documentary,News",Twisted,50000000,40119848.0
en,1.241,All That Glitters,10.0,tt1911532,All That Glitters,2011,65.0,Drama,The Iron Giant,50000000,31333917.0
en,1.24,Alleged,4.3,tt1516009,Alleged,2010,94.0,"Drama,History,Romance",Hellboy,50000000,40725492.0
en,1.234,Into the Wind,6.1,tt1656180,Into the Wind,2011,75.0,Documentary,Your Highness,50000000,26121638.0
en,1.234,After the Fall,5.8,tt2815966,After the Fall,2014,110.0,"Crime,Drama",Dream House,50000000,41642166.0
en,2.794,After the Fall,5.2,tt2815966,After the Fall,2014,110.0,"Crime,Drama",Free State of Jones,50000000,23237252.0
en,1.224,Standing Ovation,4.3,tt1303803,Standing Ovation,2010,105.0,Musical,Gamer,50000000,42002029.0
en,1.222,Don't Fade Away,4.4,tt0899145,Don't Fade Away,2010,89.0,Drama,Man of the House,50000000,22099706.0
en,1.214,Thunder Soul,8.4,tt1611180,Thunder Soul,2010,83.0,"Documentary,Music",The Life of David Gale,50000000,28920188.0
en,1.206,Life's a Beach,3.2,tt0285252,Life's a Beach,2012,100.0,Comedy,Beautiful Creatures,50000000,60282876.0
en,1.206,Santa Claus Versus the Zombies,2.0,tt1599350,Santa Claus Versus the Zombies,2010,99.0,"Comedy,Horror",Eastern Promises,50000000,56077088.0
en,1.2,Dark Metropolis,1.5,tt1825735,Dark Metropolis,2010,97.0,"Fantasy,Sci-Fi",Baby's Day Out,50000000,16581575.0
en,1.197,A Numbers Game,3.7,tt1283542,A Numbers Game,2010,76.0,Comedy,Fair Game,50000000,26097497.0
en,1.195,Joan Rivers: A Piece of Work,6.9,tt1568150,Joan Rivers: A Piece of Work,2010,84.0,"Biography,Comedy,Documentary",Drive Angry,50000000,41042583.0
en,1.192,All Alone,4.9,tt1270079,All Alone,2010,90.0,Thriller,Mad City,50000000,10561038.0
en,1.1840000000000002,New Low,5.0,tt1526610,New Low,2010,82.0,"Comedy,Romance",The Scarlet Letter,50000000,10359006.0
en,1.1840000000000002,Nightmare Alley,4.5,tt1620557,Nightmare Alley,2010,88.0,Horror,Domino,50000000,23574057.0
en,1.179,Good Intentions,5.1,tt1070781,Good Intentions,2010,84.0,Comedy,Jade,50000000,9812870.0
en,1.179,Good Intentions,5.1,tt5126076,Good Intentions,2014,86.0,"Drama,Romance,Thriller",Street Fighter: The Legend of Chun-Li,50000000,12660287.0
en,1.176,The Brazen Bull,3.8,tt1415284,The Brazen Bull,2010,85.0,Thriller,Death to Smoochy,50000000,8374062.0
en,1.176,Groupie,3.6,tt1422653,Groupie,2010,90.0,"Crime,Mystery,Thriller",Early Man,50000000,45285890.0
en,1.176,15 Till Midnight,2.6,tt1568798,15 Till Midnight,2010,97.0,"Drama,Mystery,Sci-Fi",The Boat That Rocked,50000000,37472651.0
en,1.1740000000000002,Darkening Sky,4.7,tt1502402,Darkening Sky,2010,83.0,"Horror,Thriller",The Big Bounce,50000000,6626115.0
es,1.171,El estudiante,7.1,tt1865357,The Student,2011,110.0,Drama,What Planet Are You From?,50000000,6291602.0
en,1.169,Teenage Paparazzo,6.7,tt1232206,Teenage Paparazzo,2010,94.0,Documentary,Child 44,50000000,8004221.0
en,1.163,Gutter King,3.5,tt1286746,Gutter King,2010,98.0,"Action,Drama,Thriller",Outlander,50000000,1250617.0
en,1.158,Wisdom Teeth,6.4,tt2065006,Wisdom Teeth,2013,109.0,Comedy,Upside Down,50000000,26387039.0
en,1.147,Consent,5.7,tt1090749,Consent,2010,87.0,Drama,Chappie,49000000,105002056.0
en,1.147,Consent,5.7,tt5068972,Consent,2017,88.0,"Drama,Mystery,Thriller",The Adventures of Ford Fairlane,49000000,20423389.0
en,1.145,Patagonia,5.1,tt1020559,Patagonia,2010,119.0,"Adventure,Drama",Anna Karenina,49000000,71004627.0
is,1.124,Undercurrent,6.0,tt1282135,Undercurrent,2010,95.0,Drama,The Thomas Crown Affair,48000000,124304264.0
en,1.124,Twisted Path,5.5,tt1241258,Twisted Path,2010,74.0,"Mystery,Thriller",Instant Family,48000000,119736188.0
en,1.124,Truth About Kerry,4.0,tt0923954,Truth About Kerry,2010,84.0,"Drama,Mystery,Thriller",The Bone Collector,48000000,151463090.0
en,1.122,Rage,4.3,tt1403987,Rage,2010,85.0,"Action,Drama,Horror",Three Kings,48000000,107752036.0
en,1.122,Rage,4.3,tt2015468,Rage,2011,110.0,Horror,Tooth Fairy,48000000,112610386.0
en,1.122,Rage,4.3,tt2050601,Rage,2011,95.0,Drama,Rat Race,48000000,86607223.0
en,1.117,And Everything Is Going Fine,6.5,tt1122614,And Everything Is Going Fine,2010,89.0,Documentary,Kate and Leopold,48000000,70937778.0
en,1.114,Sundance Skippy,8.0,tt1518293,Sundance Skippy,2010,90.0,"Biography,Comedy,Documentary",Bedazzled,48000000,90376224.0
en,1.114,Cold Creepy Feeling,1.7,tt1692301,Cold Creepy Feeling,2010,87.0,"Horror,Thriller",Out of Sight,48000000,77562568.0
en,1.106,The Maze,4.6,tt1675758,The Maze,2010,90.0,"Action,Horror,Thriller",Rambo,47500000,112214531.0
en,1.106,The Maze,4.6,tt2118032,The Maze,2011,60.0,Documentary,The Infiltrator,47500000,20718104.0
en,1.09,A Christmas Snow,5.4,tt1606191,A Christmas Snow,2010,110.0,"Comedy,Drama,Family",The Cable Guy,47000000,102825796.0
en,1.084,Endure,7.8,tt1230372,Endure,2010,92.0,Thriller,Earth,47000000,116773317.0
en,1.084,Endure,7.8,tt4027466,Endure,2014,70.0,"Adventure,Biography,Documentary",Riding in Cars with Boys,47000000,29781453.0
